"notes","created_at","updated_at","is_active","id_user_created","id_user_updated","id","business_tax_id","name","status","date_aproved","short_name","address","country","area_code","city","zip_code","website","is_profit_margin_included","default_profit_margin","credit_term","phone","skype","dispatch_address","email","email_payment","dispatch_days","cargo_reference","type_partner","businnes_start","consolidate","reference_1","contact_reference_1","phone_reference_1","reference_2","contact_reference_2","phone_reference_2","is_verified","seller","id_seller","years_in_market"
"","2025-03-27 09:08:24.355690","2025-03-27 09:08:24.355708",1,2,2,81,"0000000001",SB BLOOMS LLC,APROBADO,,,"2401 Backus Ave Springdale Ave 72762",ESTADOS UNIDOS,,SPRINGDALE,"72762",,0,0.06,0,,,,stephbernal31@yahoo.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 09:11:11.849348","2025-03-27 10:17:20.700968",1,2,2,82,"87-2438018",So Bella So Flowers,APROBADO,,,"8421 SW 90 M ST.",ESTADOS UNIDOS,,MIAMIi,"33156",,0,0.06,45,"0999562859",,,contabilidad@sobella.ec,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 09:12:54.650141","2025-03-27 09:12:54.650170",1,2,2,83,"0000000001",SOUTH FLOWERS LLC,APROBADO,,,"1055 East Colorado Boulevard, 5th Floor, Pasadena",ESTADOS UNIDOS,,COLORADO,,,0,0.06,30,,,,southflowers4@gmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 09:15:02.766684","2025-03-27 09:15:02.766705",1,2,2,84,"0000000001",THE FLOWER CO LLC,APROBADO,,,"5335 NW 87th Ave Ste C 109 # 192 Doral FL",ESTADOS UNIDOS,,MIAMI,,,0,0.06,15,,,,invoices@theflowerco.us,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 09:19:05.368636","2025-03-27 09:19:05.368654",1,2,2,85,"86-1243774","Z FLORAL DESIGNS, CORP",APROBADO,,,"WILLISTON PARK 345 HILLSIDE AVENUE, NY",ESTADOS UNIDOS,,NEW YORK,,,0,0.06,30,,,,zoila@zfloraldesigns.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 09:21:21.526760","2025-03-27 09:21:21.526785",1,2,2,86,"0000000001",ZARINA FLOWERS,APROBADO,,,II TIJU VITALIE,MOLDAVIA,,MOLDAVIA,,,0,0.06,15,,,,marcia@zarinaflowers.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 09:24:14.680734","2025-03-27 09:24:14.680757",1,2,2,87,"87-254288",ROSES & BUISNNES,APROBADO,,,"11177 Mc Gee River Cir. Fountain valley.",ESTADOS UNIDOS,,LOS ANGELES,"92708",,0,0.06,15,,,,rosesbusinessfacturas@hotmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-03-27 09:28:46.850030","2025-03-31 07:48:59.978280",1,2,2,88,"0000000001",ADARA ROSES,APROBADO,,AR,CAYAMBE / CALLE PRIMAVERA Y GALO PLAZA,ECUADOR,,CAYAMBE,,,0,0.06,45,,,,ventas1adararoses@hotmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-03-27 09:29:53.518770","2025-05-13 10:19:29.196436",1,2,2,89,"0000000001",BEE FLOWERS,APROBADO,,EEF,calle Pacífico Proaño comunidad Guallaro Grande lote 6,ECUADOR,,TABACUNDO,,,0,0.06,45,,,,ventasjg2605@hotmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-03-27 09:41:51.236658","2025-03-27 09:41:51.236682",1,2,2,90,"0502534019001",BENITFLOR,APROBADO,,,"San Isidro Frente a la Capilla, Mulalo",ECUADOR,,CAYAMBE,,,0,0.06,30,,,,salesbenitflor@gmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-03-27 09:43:30.381081","2025-04-09 16:23:28.723489",1,2,2,91,"1715617476001",COLLAS FLOWERS,APROBADO,,CLL,PICHINCHA / PEDRO MONCAYO / TABACUNDO /,ECUADOR,,TABACUNDO,,,0,0.06,0,,,,ventas.collasflowers@hotmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-03-27 09:45:18.823875","2025-03-27 09:45:18.823897",1,2,2,92,"0000000001",GALLERY ROSES,APROBADO,,,Comunidad Carrera -Cangahua,ECUADOR,,CAYAMBE,,,0,0.06,45,,,,ventas260514@hotmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-03-27 09:47:15.395274","2025-03-27 09:47:15.395301",1,2,2,93,"1709209116001",ROSAS DEL VOLCAN,APROBADO,,,ERAZO OBANDO JOSE IGNACIO,ECUADOR,,PEDRO MONCAYO,,,0,0.06,45,,,,salesrosasdelvolcan@gmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-03-28 15:08:36.955298","2025-03-28 15:09:45.139142",1,2,2,94,"795203611RT0001",Keep Blooming,APROBADO,,,"10062 80 Ave NW, Edmonton, AB T6E 4K5",CANADA,,EDMONTON,T6E4K5,http://keepblooming.ca,0,0.06,10,,,,keepbloomingca@gmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-04-10 08:20:25.488473","2025-04-10 08:20:25.488491",1,2,2,95,"0000000001",MATIZ,APROBADO,,MZ,QUITO,ECUADOR,,QUITO,,,0,0.06,0,,,,,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-04-14 23:10:43.076342","2025-04-14 23:10:43.076382",1,2,2,96,"23-8019225133-1",GREEN OCEAN LLC,APROBADO,,,"3530 CORAL WAY, UNIT 509 MIAMI, FL 33145",ESTADOS UNIDOS,,MIAMI,"33145",,0,0.06,30,,,,sales@greenoceanfloral.com,,,,CLIENTE,,0,,,,,,,1,,0,0
"","2025-04-29 21:58:03.391974","2025-06-01 07:35:34.332352",0,1,1,97,"999999999",A DEFINIR,APROBADO,,A DEFINIR,A DEFINIR,ECUADOR,,QUITO,,,0,0.06,0,,,,,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-05-06 08:19:12.275709","2025-06-01 07:35:40.895896",0,1,1,98,"9999999999",A DEFINIR,APROBADO,,A DEFINIR,SN,Ecuador,,Quito,"170000",,0,0.06,0,,,,,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-05-14 07:36:06.895210","2025-05-14 07:36:06.895230",1,2,2,99,"0000000001",INFINITY ROSES,APROBADO,,IR,"COMUNIDAD LA CANDELARIA, VIA A LARCACHACA",ECUADOR,,IBARRA,,,0,0.06,45,,,,anasopalo28@gmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-05-15 09:25:35.514589","2025-05-15 09:25:35.514609",1,2,2,100,"1792444381001",INMORTFLOR S A,APROBADO,,INM,TABACUNDO / CANANVALLE ANTES MAGNOLIA S/N Y SN,ECUADOR,,PEDRO MONCAYO,,,0,0.06,45,"0997648432",,,asistente@optimumflowers.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-05-19 06:57:29.982559","2025-05-19 06:57:29.982584",1,2,2,101,"0000000001",ANTERA ROSES,APROBADO,,ANTR,COCHASQUI,ECUADOR,,COCHASQUI,,,0,0.06,45,,,,sales@anteraroses.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-05-26 20:22:08.323907","2025-05-26 20:22:08.323945",1,2,2,102,"0000000001",FLORES DE LUNA,APROBADO,,FDL,OLMEDO (PESILLO) / CALLE PRINC,ECUADOR,,CAYAMBE,,,0,0.06,45,,,,ventas@flordelunaec.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-05-26 20:24:07.331547","2025-05-26 20:24:07.331570",1,2,2,103,"1792444381001",INMORTFLOR S A,APROBADO,,INF,CANANVALLE ANTES MAGNOLIA S/N Y SN,ECUADOR,,TABACUNDO,,,0,0.06,45,,,,asistente@optimumflowers.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-05-26 20:28:25.674224","2025-05-26 20:28:25.674246",1,2,2,104,"1721145322001",ADONAI FLOWERS,APROBADO,,ADN,CANGAGUA,ECUADOR,,CAYAMBE,,,0,0.06,45,,,,facturacion.adonaiflowers@gmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-05-26 20:29:32.623911","2025-05-26 20:29:32.623933",1,2,2,105,"0000000001",PIER ROSES,APROBADO,,PP,LUIS LEON ACOSTA LT 29 Y PATRICIO ROMERO,ECUADOR,,EL QUINCHE,,,0,0.06,45,,,,pierroseselectronica@gmail.com,,,,PROVEEDOR,,0,,,,,,,1,,0,0
"","2025-05-26 20:33:03.804664","2025-05-26 20:33:50.329631",1,2,2,106,"0000000001",FLORISOL,APROBADO,,,Av 6 diciembre y la nina edif Multicentro torre oficinas piso 7,ECUADOR,,QUITO,,,0,0.06,0,,,,pierroseselectronica@gmail.com,,,,CLIENTE,,0,,,,,,,1,,0,0
,"2025-05-29 07:44:24.094812","2025-06-01 12:28:31.580294",0,,2,107,"1713471793",Kosmo ,PENDIENTE,,,Quito ,Ecuador ,"111111",Quito,,"",0,0,30,"","",,,"",,"",PROVEEDOR,,0,"","","","","","",1,,0,0
"","2025-05-29 08:03:42.276740","2025-05-30 11:02:10.737102",1,,2,108,"0591763918001",FARMS TIFLOWERS SAS,PENDIENTE,,TF,Alaquez,Ecuador,,Latacunga,,,0,0,45,,,,farmstiflower@hotmail.com,farmstiflower@hotmail.com,,,PROVEEDOR,,0,,,,,,,1,,0,0
,"2025-05-29 08:07:16.569752","2025-06-01 12:28:11.908744",0,2,2,109,"555555555",MIGUEL PINTO,PENDIENTE,,,QUITO,ECUADOR,"555555","555555555",,https://kosmoflowes.com,0,0,30,"444444444444","",,,"",,"",CLIENTE,,0,moonlight,yazmina,"333333333333",xportroses,sebastian ,"222222222222",1,,0,5
"","2025-06-02 06:59:50.928694","2025-06-02 06:59:50.928718",1,2,2,110,"1004024707001",KHAD ROSES,APROBADO,,KR,COBACANGO COBACANGO ANA MARISOL,ECUADOR,,TABACUNDO,,,0,0,45,,,,khadroses1971@gmail.com,,,,PROVEEDOR,,0,,,,,,,1,ANALI CHIRIBOGA,0,0
"","2025-06-02 16:28:12.874250","2025-06-02 16:30:27.551275",1,2,2,111,"61719110",PREMIER WHLS INC,PENDIENTE,,,"20179 Northline Rd. TAYLOR., MICHIGAN 48180",ESTADOS UNIDOS,"001",MICHIGAN,"48180",,0,0,30,"0995276616 099798729",,,cocouio@hotmail.com,cc197032@hotmail.com,,FEGACON,CLIENTE,,0,MILROSE,MAJO,"0984509474",AGRIFEG,JEANNETH,"2042069/2042070/0992",0,,0,0
"","2025-06-03 08:53:53.451732","2025-06-03 08:53:53.451759",1,2,2,112,"0000000001",AGROCOES,APROBADO,,AGR,ECUADOR,ECUADOR,"593",COTOPAXI,,,0,0,0,,,,,,,,PROVEEDOR,,0,,,,,,,1,,0,0
,"2025-06-25 14:28:43.065140","2025-06-25 14:28:43.065181",1,2,2,113,"1793221960001",LUXURY FLOWERS LUXFLOWERS S.A.S.,PENDIENTE,,,LUXEMBURGO Y HOLANDA,ECUADOR,"",QUITO,,https://www.luxflowersglobal.com/,0,0,1,"","",,,billing@luxflowersglobal.com,,"",CLIENTE,,0,LUCY ROSES,LUCIA PICO,"0987896861",NARANJO ROSES,DIEGO CONTRERAS,"0999145442",0,,0,1
,"2025-06-27 04:42:47.947064","2025-06-27 04:42:47.947102",1,,,114,IT16156951002,LA FIORERIA P&M,PENDIENTE,,,Via pantanelle 104,Italia,"04011",Roma,,"",0,0,15,+39 3807862538,"",,,simonedesanto08@gmail.com,,"",CLIENTE,,0,"","","","","","",0,,0,0
,"2025-06-27 04:43:45.824329","2025-06-27 04:43:45.824357",1,,,115,IT16156951002,LA FIORERIA P&M,PENDIENTE,,,Via pantanelle 104,Italia ,"04011",Roma,,"",0,0,15,"3807862538","",,,simonedesanto08@gmail.com,,"",CLIENTE,,0,"","","","","","",0,,0,0
